Artwork,Medium,Culture,Period,Provenance,Image Location,War-Gear,Context,Wielder,Description 1,Description 2,Description 3,Description 4,Held 1,Held 2,Notes
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Sword,P (W),W,n/v,n/v,n/v,n/a,n/v,Rev,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Sword,P (W),W,n/v,n/v,n/v,n/a,n/v,Rev,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Sword,P (W),W,n/v,n/v,n/v,n/a,n/v,Rev,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Sword,P (W),W,n/v,n/v,n/v,n/a,n/v,Rev,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Sword,P (W),W,n/v,n/v,n/v,n/a,n/v,Rev,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,P (H),W,ThS,n/v,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Sword,P (W),W,n/v,n/v,n/v,n/a,n/v,Rev,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Rev,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Sword,P (W),W,n/v,n/v,n/v,n/a,n/v,Rev,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Sword,P (H),El (A?),RP,SG,SG,n/a,L,Rev,Held by blade
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragments 1-2,Sword,P (H),El (A?),RP,SG,SG,n/a,R,Rev,Or crossed staves?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Sword,P (W),W,n/v,n/v,n/v,n/a,L,Rev,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Sword,P (W),W,n/v,n/v,n/v,n/a,L,Rev,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,P (H),W,ThS,LozB,n/a,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Sword,P (W),W,n/v,n/v,n/v,n/a,L,Rev,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 11A,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 18A,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 18A,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 18A,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 18A,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 18A,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 18A,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 39A,Spear,P (H),Man,ThS,n/v,n/a,n/a,R,Vtl,Or staff?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 4,Sword,Un,None,HP,SG,SG,n/a,n/a,Rev,Damaged - Unacc or wielder lost?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 4,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Vtl,? / Double-headed
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 4,Sword,P (H),W?,HP,SG,SG,n/a,L,Rev,Cable pattern blade?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Sword,V?,Fem (W),n/v,n/v,n/v,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Sword,V?,Fem (W),n/v,n/v,n/v,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Sword,V?,Fem (W),n/v,n/v,n/v,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Sword,V?,Fem (W),n/v,n/v,n/v,n/a,R,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,Fem (W),ThS,LozB,n/a,n/a,R,Up,Beast-masks / ?helmets
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,Fem (W),ThS,LozB,n/a,n/a,R,Up,Beast-masks / ?helmets
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 16,Spear,V?,Fem (W),ThS,LozB,n/a,n/a,R,Up,Beast-masks / ?helmets
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/a,Up,Shield-wall?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Up,Beast-head?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,V?,W,ThS,LozB,n/a,n/a,n/v,Rev,Beast-head?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Sword,V?,Fem (W),n/v,n/v,n/v,n/a,R,Up,?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Sword,V?,Fem (W),n/v,n/v,n/v,n/a,R,Up,?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Sword,V?,Fem (W),n/v,n/v,n/v,n/a,R,Up,?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Sword,V?,Fem (W),n/v,n/v,n/v,n/a,R,Up,?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Sword,V?,Fem (W),n/v,n/v,n/v,n/a,R,Up,?
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13B2,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13C,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,?House
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13C,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,?House
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13C,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,?House
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13C,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,?House
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13C,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,?House
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13C,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,?House
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13C,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,?House
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13C,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,?House
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13C,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,?House
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13C,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,?House
"University Museum of National Antiquities, Oslo, Norway, Oseberg, Norway",Textile,Scandinavian - Viking,800-900,"Oseberg, Norway",Fragment 13C,Spear,Un,None,ThS,LozB,n/a,n/a,n/a,Up,?House
